Dato;Region;FG;Faregrad;Hovedskredproblem;Skredproblem;Skredproblem
2013-01-11;Narvik;2;2 Moderat;
2013-01-12;Narvik;2;2 Moderat;
2013-01-13;Narvik;2;2 Moderat;
2013-01-14;Narvik;2;2 Moderat;
2013-01-15;Narvik;2;2 Moderat;
2013-01-16;Narvik;2;2 Moderat;
2013-01-17;Narvik;3;3 Betydelig;
2013-01-18;Narvik;3;3 Betydelig;
2013-01-19;Narvik;3;3 Betydelig;
2013-01-20;Narvik;3;3 Betydelig;
2013-01-21;Narvik;3;3 Betydelig;
2013-01-22;Narvik;3;3 Betydelig;
2013-01-23;Narvik;3;3 Betydelig;
2013-01-24;Narvik;3;3 Betydelig;
2013-01-25;Narvik;2;2 Moderat;
2013-01-26;Narvik;2;2 Moderat;
2013-01-27;Narvik;2;2 Moderat;
2013-01-28;Narvik;2;2 Moderat;
2013-01-29;Narvik;2;2 Moderat;
2013-01-30;Narvik;2;2 Moderat;
2013-01-31;Narvik;2;2 Moderat;
2013-02-01;Narvik;2;2 Moderat;
2013-02-02;Narvik;2;2 Moderat;
2013-02-03;Narvik;2;2 Moderat;
2013-02-04;Narvik;2;2 Moderat;
2013-02-05;Narvik;2;2 Moderat;
2013-02-06;Narvik;3;3 Betydelig;
2013-02-07;Narvik;3;3 Betydelig;
2013-02-08;Narvik;2;2 Moderat;
2013-02-09;Narvik;2;2 Moderat;
2013-02-10;Narvik;2;2 Moderat;
2013-02-11;Narvik;2;2 Moderat;
2013-02-12;Narvik;2;2 Moderat;
2013-02-13;Narvik;2;2 Moderat;
2013-02-14;Narvik;2;2 Moderat;
2013-02-15;Narvik;2;2 Moderat;
2013-02-16;Narvik;2;2 Moderat;
2013-02-17;Narvik;2;2 Moderat;
2013-02-18;Narvik;2;2 Moderat;
2013-02-19;Narvik;2;2 Moderat;
2013-02-20;Narvik;2;2 Moderat;
2013-02-21;Narvik;3;3 Betydelig;
2013-02-22;Narvik;2;2 Moderat;
2013-02-23;Narvik;2;2 Moderat;
2013-02-24;Narvik;3;3 Betydelig;
2013-02-25;Narvik;3;3 Betydelig;
2013-02-26;Narvik;4;4 Stor;
2013-02-27;Narvik;3;3 Betydelig;
2013-02-28;Narvik;3;3 Betydelig;
2013-03-01;Narvik;2;2 Moderat;
2013-03-02;Narvik;2;2 Moderat;
2013-03-03;Narvik;2;2 Moderat;
2013-03-04;Narvik;2;2 Moderat;
2013-03-05;Narvik;2;2 Moderat;
2013-03-06;Narvik;2;2 Moderat;
2013-03-07;Narvik;3;3 Betydelig;
2013-03-08;Narvik;3;3 Betydelig;
2013-03-09;Narvik;3;3 Betydelig;
2013-03-10;Narvik;3;3 Betydelig;
2013-03-11;Narvik;3;3 Betydelig;
2013-03-12;Narvik;3;3 Betydelig;
2013-03-13;Narvik;3;3 Betydelig;
2013-03-14;Narvik;3;3 Betydelig;
2013-03-15;Narvik;2;2 Moderat;
2013-03-16;Narvik;3;3 Betydelig;
2013-03-17;Narvik;3;3 Betydelig;
2013-03-18;Narvik;3;3 Betydelig;
2013-03-19;Narvik;3;3 Betydelig;
2013-03-20;Narvik;2;2 Moderat;
2013-03-21;Narvik;2;2 Moderat;
2013-03-22;Narvik;2;2 Moderat;
2013-03-23;Narvik;2;2 Moderat;
2013-03-24;Narvik;2;2 Moderat;
2013-03-25;Narvik;2;2 Moderat;
2013-03-26;Narvik;3;3 Betydelig;
2013-03-27;Narvik;3;3 Betydelig;
2013-03-28;Narvik;3;3 Betydelig;
2013-03-29;Narvik;3;3 Betydelig;
2013-03-30;Narvik;4;4 Stor;
2013-03-31;Narvik;4;4 Stor;
2013-04-01;Narvik;4;4 Stor;
2013-04-02;Narvik;4;4 Stor;
2013-04-03;Narvik;3;3 Betydelig;
2013-04-04;Narvik;3;3 Betydelig;
2013-04-05;Narvik;3;3 Betydelig;
2013-04-06;Narvik;2;2 Moderat;
2013-04-07;Narvik;2;2 Moderat;
2013-04-08;Narvik;2;2 Moderat;
2013-04-09;Narvik;2;2 Moderat;
2013-04-10;Narvik;2;2 Moderat;
2013-04-11;Narvik;2;2 Moderat;
2013-04-12;Narvik;2;2 Moderat;
2013-04-13;Narvik;2;2 Moderat;
2013-04-14;Narvik;2;2 Moderat;
2013-04-15;Narvik;3;3 Betydelig;
2013-04-16;Narvik;2;2 Moderat;
2013-04-17;Narvik;2;2 Moderat;
2013-04-18;Narvik;2;2 Moderat;
2013-04-19;Narvik;2;2 Moderat;
2013-04-20;Narvik;2;2 Moderat;
2013-04-21;Narvik;2;2 Moderat;
2013-04-22;Narvik;2;2 Moderat;
2013-04-23;Narvik;2;2 Moderat;
2013-04-24;Narvik;2;2 Moderat;
2013-04-25;Narvik;2;2 Moderat;
2013-04-26;Narvik;2;2 Moderat;
2013-04-27;Narvik;2;2 Moderat;
2013-04-28;Narvik;2;2 Moderat;
2013-04-29;Narvik;2;2 Moderat;
2013-04-30;Narvik;2;2 Moderat;
2013-05-01;Narvik;2;2 Moderat;
2013-05-02;Narvik;2;2 Moderat;
2013-05-03;Narvik;2;2 Moderat;
2013-05-04;Narvik;2;2 Moderat;
2013-05-05;Narvik;2;2 Moderat;
2013-05-06;Narvik;3;3 Betydelig;
2013-05-07;Narvik;2;2 Moderat;
2013-05-08;Narvik;2;2 Moderat;
2013-05-09;Narvik;2;2 Moderat;
2013-05-10;Narvik;2;2 Moderat;
2013-05-11;Narvik;2;2 Moderat;
2013-05-12;Narvik;2;2 Moderat;
2013-05-13;Narvik;2;2 Moderat;
2013-05-14;Narvik;2;2 Moderat;
2013-05-15;Narvik;2;2 Moderat;
2013-05-16;Narvik;3;3 Betydelig;
2013-05-17;Narvik;2;2 Moderat;
2013-05-18;Narvik;2;2 Moderat;
2013-05-19;Narvik;2;2 Moderat;
2013-05-20;Narvik;3;3 Betydelig;
2013-05-21;Narvik;3;3 Betydelig;
2013-05-22;Narvik;3;3 Betydelig;
2013-05-23;Narvik;2;2 Moderat;
2013-05-24;Narvik;2;2 Moderat;
2013-05-25;Narvik;2;2 Moderat;
2013-05-26;Narvik;2;2 Moderat;
2013-05-27;Narvik;2;2 Moderat;
2013-05-28;Narvik;2;2 Moderat;
2013-05-29;Narvik;1;1 Liten;
2013-05-30;Narvik;1;1 Liten;
2013-05-31;Narvik;1;1 Liten;
2013-12-02;Narvik;4;4 Stor;
2013-12-03;Narvik;4;4 Stor;
2013-12-04;Narvik;3;3 Betydelig;
2013-12-05;Narvik;3;3 Betydelig;
2013-12-06;Narvik;2;2 Moderat;
2013-12-07;Narvik;2;2 Moderat;
2013-12-08;Narvik;2;2 Moderat;
2013-12-09;Narvik;2;2 Moderat;
2013-12-10;Narvik;4;4 Stor;
2013-12-11;Narvik;4;4 Stor;
2013-12-12;Narvik;3;3 Betydelig;
2013-12-13;Narvik;2;2 Moderat;
2013-12-14;Narvik;2;2 Moderat;
2013-12-15;Narvik;2;2 Moderat;
2013-12-16;Narvik;2;2 Moderat;
2013-12-17;Narvik;2;2 Moderat;
2013-12-18;Narvik;2;2 Moderat;
2013-12-19;Narvik;2;2 Moderat;
2013-12-20;Narvik;2;2 Moderat;
2013-12-21;Narvik;2;2 Moderat;
2013-12-22;Narvik;2;2 Moderat;
2013-12-23;Narvik;2;2 Moderat;
2013-12-24;Narvik;2;2 Moderat;
2013-12-25;Narvik;2;2 Moderat;
2013-12-26;Narvik;2;2 Moderat;
2013-12-27;Narvik;2;2 Moderat;
2013-12-28;Narvik;2;2 Moderat;
2013-12-29;Narvik;2;2 Moderat;
2013-12-30;Narvik;2;2 Moderat;
2013-12-31;Narvik;1;1 Liten;
2014-01-01;Narvik;2;2 Moderat;
2014-01-02;Narvik;2;2 Moderat;
2014-01-03;Narvik;2;2 Moderat;
2014-01-04;Narvik;2;2 Moderat;
2014-01-05;Narvik;2;2 Moderat;
2014-01-06;Narvik;2;2 Moderat;
2014-01-07;Narvik;2;2 Moderat;
2014-01-08;Narvik;2;2 Moderat;
2014-01-09;Narvik;2;2 Moderat;
2014-01-10;Narvik;2;2 Moderat;
2014-01-11;Narvik;2;2 Moderat;
2014-01-12;Narvik;2;2 Moderat;
2014-01-13;Narvik;1;1 Liten;
2014-01-14;Narvik;1;1 Liten;
2014-01-15;Narvik;1;1 Liten;
2014-01-16;Narvik;1;1 Liten;
2014-01-17;Narvik;1;1 Liten;
2014-01-18;Narvik;1;1 Liten;
2014-01-19;Narvik;1;1 Liten;
2014-01-20;Narvik;1;1 Liten;
2014-01-21;Narvik;1;1 Liten;
2014-01-22;Narvik;1;1 Liten;
2014-01-23;Narvik;1;1 Liten;
2014-01-24;Narvik;1;1 Liten;
2014-01-25;Narvik;1;1 Liten;
2014-01-26;Narvik;1;1 Liten;
2014-01-27;Narvik;1;1 Liten;
2014-01-28;Narvik;1;1 Liten;
2014-01-29;Narvik;1;1 Liten;
2014-01-30;Narvik;1;1 Liten;
2014-01-31;Narvik;1;1 Liten;
2014-02-01;Narvik;1;1 Liten;
2014-02-02;Narvik;1;1 Liten;
2014-02-03;Narvik;2;2 Moderat;
2014-02-04;Narvik;2;2 Moderat;
2014-02-05;Narvik;2;2 Moderat;
2014-02-06;Narvik;2;2 Moderat;
2014-02-07;Narvik;2;2 Moderat;
2014-02-08;Narvik;2;2 Moderat;
2014-02-09;Narvik;1;1 Liten;
2014-02-10;Narvik;1;1 Liten;
2014-02-11;Narvik;1;1 Liten;
2014-02-12;Narvik;1;1 Liten;
2014-02-13;Narvik;1;1 Liten;
2014-02-14;Narvik;1;1 Liten;
2014-02-15;Narvik;1;1 Liten;
2014-02-16;Narvik;1;1 Liten;
2014-02-17;Narvik;1;1 Liten;
2014-02-18;Narvik;1;1 Liten;
2014-02-19;Narvik;1;1 Liten;
2014-02-20;Narvik;1;1 Liten;
2014-02-21;Narvik;2;2 Moderat;
2014-02-22;Narvik;2;2 Moderat;
2014-02-23;Narvik;3;3 Betydelig;
2014-02-24;Narvik;3;3 Betydelig;
2014-02-25;Narvik;3;3 Betydelig;
2014-02-26;Narvik;3;3 Betydelig;
2014-02-27;Narvik;2;2 Moderat;
2014-02-28;Narvik;2;2 Moderat;
2014-03-01;Narvik;2;2 Moderat;
2014-03-02;Narvik;2;2 Moderat;
2014-03-03;Narvik;2;2 Moderat;
2014-03-04;Narvik;1;1 Liten;
2014-03-05;Narvik;1;1 Liten;
2014-03-06;Narvik;2;2 Moderat;
2014-03-07;Narvik;2;2 Moderat;
2014-03-08;Narvik;3;3 Betydelig;
2014-03-09;Narvik;3;3 Betydelig;
2014-03-10;Narvik;3;3 Betydelig;
2014-03-11;Narvik;3;3 Betydelig;
2014-03-12;Narvik;4;4 Stor;
2014-03-13;Narvik;4;4 Stor;
2014-03-14;Narvik;4;4 Stor;
2014-03-15;Narvik;4;4 Stor;
2014-03-16;Narvik;3;3 Betydelig;
2014-03-17;Narvik;3;3 Betydelig;
2014-03-18;Narvik;3;3 Betydelig;
2014-03-19;Narvik;3;3 Betydelig;
2014-03-20;Narvik;3;3 Betydelig;
2014-03-21;Narvik;3;3 Betydelig;
2014-03-22;Narvik;3;3 Betydelig;
2014-03-23;Narvik;2;2 Moderat;
2014-03-24;Narvik;3;3 Betydelig;
2014-03-25;Narvik;2;2 Moderat;
2014-03-26;Narvik;2;2 Moderat;
2014-03-27;Narvik;2;2 Moderat;
2014-03-28;Narvik;2;2 Moderat;
2014-03-29;Narvik;2;2 Moderat;
2014-03-30;Narvik;2;2 Moderat;
2014-03-31;Narvik;2;2 Moderat;
2014-04-01;Narvik;2;2 Moderat;
2014-04-02;Narvik;3;3 Betydelig;
2014-04-03;Narvik;3;3 Betydelig;
2014-04-04;Narvik;3;3 Betydelig;
2014-04-05;Narvik;3;3 Betydelig;
2014-04-06;Narvik;2;2 Moderat;
2014-04-07;Narvik;2;2 Moderat;
2014-04-08;Narvik;2;2 Moderat;
2014-04-09;Narvik;2;2 Moderat;
2014-04-10;Narvik;2;2 Moderat;
2014-04-11;Narvik;2;2 Moderat;
2014-04-12;Narvik;2;2 Moderat;
2014-04-13;Narvik;2;2 Moderat;
2014-04-14;Narvik;2;2 Moderat;
2014-04-15;Narvik;3;3 Betydelig;
2014-04-16;Narvik;3;3 Betydelig;
2014-04-17;Narvik;2;2 Moderat;
2014-04-18;Narvik;2;2 Moderat;
2014-04-19;Narvik;3;3 Betydelig;
2014-04-20;Narvik;2;2 Moderat;
2014-04-21;Narvik;2;2 Moderat;
2014-04-22;Narvik;2;2 Moderat;
2014-04-23;Narvik;2;2 Moderat;
2014-04-24;Narvik;2;2 Moderat;
2014-04-25;Narvik;2;2 Moderat;
2014-04-26;Narvik;2;2 Moderat;
2014-04-27;Narvik;2;2 Moderat;
2014-04-28;Narvik;2;2 Moderat;
2014-04-29;Narvik;2;2 Moderat;
2014-04-30;Narvik;2;2 Moderat;
2014-05-01;Narvik;1;1 Liten;
2014-05-02;Narvik;1;1 Liten;
2014-05-03;Narvik;2;2 Moderat;
2014-05-04;Narvik;2;2 Moderat;
2014-05-05;Narvik;2;2 Moderat;
2014-05-06;Narvik;2;2 Moderat;
2014-05-07;Narvik;2;2 Moderat;
2014-05-08;Narvik;2;2 Moderat;
2014-05-09;Narvik;2;2 Moderat;
2014-05-10;Narvik;2;2 Moderat;
2014-05-11;Narvik;2;2 Moderat;
2014-05-12;Narvik;1;1 Liten;
2014-05-13;Narvik;1;1 Liten;
2014-05-14;Narvik;1;1 Liten;
2014-05-15;Narvik;2;2 Moderat;
2014-05-16;Narvik;2;2 Moderat;
2014-05-17;Narvik;2;2 Moderat;
2014-05-18;Narvik;2;2 Moderat;
2014-05-19;Narvik;3;3 Betydelig;
2014-05-20;Narvik;2;2 Moderat;
2014-05-21;Narvik;2;2 Moderat;
2014-05-22;Narvik;2;2 Moderat;
2014-05-23;Narvik;2;2 Moderat;
2014-05-24;Narvik;1;1 Liten;
2014-05-25;Narvik;1;1 Liten;
2014-05-26;Narvik;1;1 Liten;
2014-05-27;Narvik;1;1 Liten;
2014-05-28;Narvik;1;1 Liten;
2014-05-29;Narvik;1;1 Liten;
2014-05-30;Narvik;1;1 Liten;
2014-05-31;Narvik;1;1 Liten;
2014-06-01;Narvik;1;1 Liten;
2014-12-02;Narvik;1;1 Liten;Nysnø;
2014-12-03;Narvik;2;2 Moderat;Nysnø;Vedvarende svakt lag;
2014-12-04;Narvik;2;2 Moderat;Vedvarende svakt lag;
2014-12-05;Narvik;2;2 Moderat;Vedvarende svakt lag;Fokksnø;
2014-12-06;Narvik;3;3 Betydelig;Fokksnø;Vedvarende svakt lag;
2014-12-07;Narvik;3;3 Betydelig;Fokksnø;Vedvarende svakt lag;
2014-12-08;Narvik;3;3 Betydelig;Fokksnø;Vedvarende svakt lag;
2014-12-09;Narvik;2;2 Moderat;Fokksnø;
2014-12-10;Narvik;2;2 Moderat;Nysnø;
2014-12-11;Narvik;2;2 Moderat;Fokksnø;
2014-12-12;Narvik;2;2 Moderat;Fokksnø;
2014-12-13;Narvik;1;1 Liten;Fokksnø;
2014-12-14;Narvik;1;1 Liten;Fokksnø;
2014-12-15;Narvik;1;1 Liten;Fokksnø;
2014-12-16;Narvik;2;2 Moderat;Vedvarende svakt lag;
2014-12-17;Narvik;2;2 Moderat;Nysnø;
2014-12-18;Narvik;2;2 Moderat;Nysnø;
2014-12-19;Narvik;2;2 Moderat;Nysnø;
2014-12-20;Narvik;1;1 Liten;Fokksnø;
2014-12-21;Narvik;1;1 Liten;Fokksnø;
2014-12-22;Narvik;1;1 Liten;Fokksnø;
2014-12-23;Narvik;1;1 Liten;Fokksnø;
2014-12-24;Narvik;1;1 Liten;Fokksnø;
2014-12-25;Narvik;3;3 Betydelig;Nysnø;Nysnø;
2014-12-26;Narvik;4;4 Stor;Nysnø;Nysnø;
2014-12-27;Narvik;3;3 Betydelig;Nysnø;Nysnø;
2014-12-28;Narvik;3;3 Betydelig;Nysnø;Nysnø;
2014-12-29;Narvik;3;3 Betydelig;Nysnø;Nysnø;
2014-12-30;Narvik;4;4 Stor;Våt snø;Nysnø;
2014-12-31;Narvik;3;3 Betydelig;Våt snø;Nysnø;
2015-01-01;Narvik;3;3 Betydelig;Nysnø;Våt snø;
2015-01-02;Narvik;3;3 Betydelig;Nysnø;
2015-01-03;Narvik;2;2 Moderat;Fokksnø;
2015-01-04;Narvik;2;2 Moderat;Fokksnø;
2015-01-05;Narvik;2;2 Moderat;Fokksnø;
2015-01-06;Narvik;2;2 Moderat;Fokksnø;
2015-01-07;Narvik;2;2 Moderat;Fokksnø;
2015-01-08;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-01-09;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-01-10;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-01-11;Narvik;3;3 Betydelig;Nysnø;Vedvarende svakt lag;
2015-01-12;Narvik;2;2 Moderat;Nysnø;Vedvarende svakt lag;
2015-01-13;Narvik;2;2 Moderat;Nysnø;Vedvarende svakt lag;
2015-01-14;Narvik;2;2 Moderat;Nysnø;Vedvarende svakt lag;
2015-01-15;Narvik;2;2 Moderat;Nysnø;Vedvarende svakt lag;
2015-01-16;Narvik;2;2 Moderat;Fokksnø;
2015-01-17;Narvik;2;2 Moderat;Fokksnø;
2015-01-18;Narvik;2;2 Moderat;Fokksnø;
2015-01-19;Narvik;2;2 Moderat;Fokksnø;
2015-01-20;Narvik;1;1 Liten;Fokksnø;
2015-01-21;Narvik;1;1 Liten;Fokksnø;
2015-01-22;Narvik;1;1 Liten;Fokksnø;
2015-01-23;Narvik;1;1 Liten;Fokksnø;
2015-01-24;Narvik;1;1 Liten;Fokksnø;
2015-01-25;Narvik;1;1 Liten;Fokksnø;
2015-01-26;Narvik;2;2 Moderat;Fokksnø;
2015-01-27;Narvik;2;2 Moderat;Fokksnø;
2015-01-28;Narvik;2;2 Moderat;Fokksnø;
2015-01-29;Narvik;2;2 Moderat;Fokksnø;
2015-01-30;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-01-31;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-02-01;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-02-02;Narvik;2;2 Moderat;Vedvarende svakt lag;
2015-02-03;Narvik;2;2 Moderat;Vedvarende svakt lag;
2015-02-04;Narvik;2;2 Moderat;Vedvarende svakt lag;
2015-02-05;Narvik;3;3 Betydelig;Vedvarende svakt lag;Nysnø;
2015-02-06;Narvik;3;3 Betydelig;Vedvarende svakt lag;Nysnø;
2015-02-07;Narvik;3;3 Betydelig;Nysnø;Vedvarende svakt lag;
2015-02-08;Narvik;3;3 Betydelig;Nysnø;Vedvarende svakt lag;
2015-02-09;Narvik;3;3 Betydelig;Våt snø;Nysnø;
2015-02-10;Narvik;3;3 Betydelig;Nysnø;Våt snø;
2015-02-11;Narvik;3;3 Betydelig;Nysnø;
2015-02-12;Narvik;3;3 Betydelig;Nysnø;
2015-02-13;Narvik;3;3 Betydelig;Nysnø;
2015-02-14;Narvik;3;3 Betydelig;Nysnø;Våt snø;
2015-02-15;Narvik;3;3 Betydelig;Fokksnø;
2015-02-16;Narvik;2;2 Moderat;Fokksnø;
2015-02-17;Narvik;2;2 Moderat;Fokksnø;
2015-02-18;Narvik;2;2 Moderat;Fokksnø;
2015-02-19;Narvik;3;3 Betydelig;Fokksnø;Våt snø;
2015-02-20;Narvik;3;3 Betydelig;Fokksnø;Våt snø;
2015-02-21;Narvik;3;3 Betydelig;Vedvarende svakt lag;Fokksnø;
2015-02-22;Narvik;2;2 Moderat;Vedvarende svakt lag;Nysnø;
2015-02-23;Narvik;2;2 Moderat;Vedvarende svakt lag;Nysnø;
2015-02-24;Narvik;2;2 Moderat;Vedvarende svakt lag;Nysnø;
2015-02-25;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-02-26;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-02-27;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-02-28;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-03-01;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-03-02;Narvik;2;2 Moderat;Fokksnø;Vedvarende svakt lag;
2015-03-03;Narvik;2;2 Moderat;Fokksnø;
2015-03-04;Narvik;2;2 Moderat;Fokksnø;
2015-03-05;Narvik;2;2 Moderat;Fokksnø;
2015-03-06;Narvik;2;2 Moderat;Nysnø;
2015-03-07;Narvik;3;3 Betydelig;Vedvarende svakt lag;
2015-03-08;Narvik;3;3 Betydelig;Nysnø;Vedvarende svakt lag;
2015-03-09;Narvik;3;3 Betydelig;Nysnø;
2015-03-10;Narvik;3;3 Betydelig;Fokksnø;
2015-03-11;Narvik;2;2 Moderat;Fokksnø;
2015-03-12;Narvik;3;3 Betydelig;Fokksnø;
2015-03-13;Narvik;3;3 Betydelig;Fokksnø;Våt snø;
2015-03-14;Narvik;2;2 Moderat;Fokksnø;Våt snø;
2015-03-15;Narvik;2;2 Moderat;Fokksnø;
